Pool Price

""

Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
"03/15/2005 20","52.04","43.45","8251.0"
"03/15/2005 21","54.14","43.46","8170.0"
"03/15/2005 22","98.23","43.49","7901.0"
"03/15/2005 23","21.05","43.47","7533.0"
"03/15/2005 24","251.55","43.78","7151.0"
"03/16/2005 01","21.77","43.78","6942.0"
"03/16/2005 02","55.22","43.80","6846.0"
"03/16/2005 03","93.59","43.90","6743.0"
"03/16/2005 04","208.90","44.11","6704.0"
"03/16/2005 05","30.82","44.10","6770.0"
"03/16/2005 06","24.72","44.12","6874.0"
"03/16/2005 07","53.43","44.13","7237.0"
"03/16/2005 08","27.92","44.10","7572.0"
"03/16/2005 09","50.37","44.10","7762.0"
"03/16/2005 10","63.84","44.12","7852.0"
"03/16/2005 11","68.78","44.14","7890.0"
"03/16/2005 12","57.82","44.15","7919.0"
"03/16/2005 13","64.12","44.17","7914.0"
"03/16/2005 14","47.37","44.18","7897.0"
"03/16/2005 15","47.24","44.23","7883.0"
"03/16/2005 16","49.96","44.28","7945.0"
"03/16/2005 17","72.00","44.32","8059.0"
"03/16/2005 18","70.92","44.38","8093.0"
"03/16/2005 19","63.00","44.40","8108.0"
"03/16/2005 20","96.99","44.46","8232.0"
"03/16/2005 21","60.03","44.47","8169.0"
"03/16/2005 22","53.80","44.52","7980.0"
"03/16/2005 23","46.35","44.56","7642.0"
"03/16/2005 24","46.83","44.61","7303.0"
"03/17/2005 01","34.99","44.65","7082.0"
"03/17/2005 02","41.39","44.67","6926.0"
"03/17/2005 03","25.58","44.68","6913.0"
"03/17/2005 04","38.11","44.68","6908.0"
"03/17/2005 05","39.97","44.70","6938.0"
"03/17/2005 06","23.08","44.72","7058.0"
"03/17/2005 07","56.21","44.77","7430.0"
"03/17/2005 08","33.96","44.75","7700.0"
"03/17/2005 09","46.77","44.75","7892.0"
"03/17/2005 10","52.35","44.77","7974.0"
"03/17/2005 11","46.25","44.78","7981.0"
"03/17/2005 12","46.93","44.78","7994.0"
"03/17/2005 13","47.00","44.78","7945.0"
"03/17/2005 14","46.72","44.78","7932.0"
"03/17/2005 15","47.24","44.79","7891.0"
"03/17/2005 16","49.08","44.80","7946.0"
"03/17/2005 17","53.77","44.81","7995.0"
"03/17/2005 18","53.16","44.81","8014.0"
"03/17/2005 19","67.22","44.84","8032.0"
"03/17/2005 20","96.99","44.76","8246.0"
"03/17/2005 21","69.88","44.78","8197.0"
"03/17/2005 22","62.72","44.64","7991.0"
"03/17/2005 23","50.51","44.68","7651.0"
"03/17/2005 24","53.00","44.64","7337.0"
"03/18/2005 01","53.89","44.67","7135.0"
"03/18/2005 02","53.89","44.69","7018.0"
"03/18/2005 03","53.13","44.72","6980.0"
"03/18/2005 04","44.32","44.75","6943.0"
"03/18/2005 05","53.45","44.77","6971.0"
"03/18/2005 06","53.89","44.79","7106.0"
"03/18/2005 07","213.24","45.05","7359.0"
"03/18/2005 08","46.48","45.02","7721.0"
"03/18/2005 09","166.22","45.19","7894.0"
"03/18/2005 10","128.22","45.29","8023.0"
"03/18/2005 11","72.45","45.31","8030.0"
"03/18/2005 12","72.45","45.33","8062.0"
"03/18/2005 13","59.73","45.36","8050.0"
"03/18/2005 14","191.66","45.56","8001.0"
"03/18/2005 15","54.99","45.55","8000.0"
"03/18/2005 16","70.86","45.58","8003.0"
"03/18/2005 17","46.87","45.56","8000.0"
"03/18/2005 18","42.49","45.55","7977.0"
"03/18/2005 19","47.29","45.52","7998.0"
"03/18/2005 20","75.87","45.52","8115.0"
"03/18/2005 21","64.56","45.52","8093.0"
"03/18/2005 22","62.72","45.52","7954.0"
"03/18/2005 23","39.53","45.53","7698.0"
"03/18/2005 24","58.24","45.54","7413.0"
"03/19/2005 01","48.33","45.55","7168.0"
"03/19/2005 02","40.29","45.54","7043.0"
"03/19/2005 03","29.88","45.54","6973.0"
"03/19/2005 04","29.88","45.53","6944.0"
"03/19/2005 05","29.88","45.50","6953.0"
"03/19/2005 06","39.02","45.47","7000.0"
"03/19/2005 07","46.53","45.45","7096.0"
"03/19/2005 08","10.37","45.37","7174.0"
"03/19/2005 09","35.32","45.29","7432.0"
"03/19/2005 10","197.59","45.30","7610.0"
"03/19/2005 11","302.03","45.63","7675.0"
"03/19/2005 12","42.94","45.59","7749.0"
"03/19/2005 13","39.57","45.56","7729.0"
"03/19/2005 14","35.70","45.53","7685.0"
"03/19/2005 15","37.84","45.50","7656.0"
"03/19/2005 16","65.76","45.54","7658.0"
"03/19/2005 17","48.27","45.53","7689.0"
"03/19/2005 18","55.60","45.59","7792.0"
"03/19/2005 19","40.38","45.55","7858.0"
"03/19/2005 20","53.88","45.54","8034.0"
"03/19/2005 21","46.78","45.52","7951.0"
"03/19/2005 22","42.74","45.51","7813.0"
"03/19/2005 23","40.77","45.54","7604.0"
"03/19/2005 24","66.58","45.59","7331.0"
"03/20/2005 01","65.66","45.66","7184.0"
"03/20/2005 02","62.19","45.71","7020.0"
"03/20/2005 03","48.60","45.74","6946.0"
"03/20/2005 04","48.60","45.79","6917.0"
"03/20/2005 05","49.76","45.82","6912.0"
"03/20/2005 06","58.43","45.88","6962.0"
"03/20/2005 07","38.15","45.87","7017.0"
"03/20/2005 08","42.74","45.86","7050.0"
"03/20/2005 09","124.17","45.96","7266.0"
"03/20/2005 10","79.62","45.97","7425.0"
"03/20/2005 11","164.88","46.11","7560.0"
"03/20/2005 12","130.52","46.23","7581.0"
"03/20/2005 13","47.81","46.22","7689.0"
"03/20/2005 14","34.06","46.20","7694.0"
"03/20/2005 15","42.74","46.20","7665.0"
"03/20/2005 16","41.66","46.20","7710.0"
"03/20/2005 17","40.45","46.20","7808.0"
"03/20/2005 18","48.60","46.22","7912.0"
"03/20/2005 19","55.32","46.24","7957.0"
"03/20/2005 20","75.32","46.30","8108.0"
"03/20/2005 21","40.28","46.34","8037.0"
"03/20/2005 22","42.74","46.36","7871.0"
"03/20/2005 23","23.87","46.38","7541.0"
"03/20/2005 24","16.56","46.38","7272.0"
"03/21/2005 01","10.37","46.38","7081.0"
"03/21/2005 02","10.37","46.36","6974.0"
"03/21/2005 03","21.92","46.38","6939.0"
"03/21/2005 04","29.88","46.40","6932.0"
"03/21/2005 05","29.88","46.43","6958.0"
"03/21/2005 06","50.21","46.48","7129.0"
"03/21/2005 07","53.93","46.51","7484.0"
"03/21/2005 08","25.93","46.53","7798.0"
"03/21/2005 09","116.21","46.62","7965.0"
"03/21/2005 10","48.60","46.63","8112.0"
"03/21/2005 11","48.60","46.61","8181.0"
"03/21/2005 12","53.63","46.61","8173.0"
"03/21/2005 13","48.60","46.63","8110.0"
"03/21/2005 14","48.60","46.67","8096.0"
"03/21/2005 15","44.69","46.69","8100.0"
"03/21/2005 16","10.91","46.66","8104.0"
"03/21/2005 17","10.37","46.62","8205.0"
"03/21/2005 18","10.37","46.56","8287.0"
"03/21/2005 19","15.98","46.50","8265.0"
"03/21/2005 20","45.31","46.51","8406.0"
"03/21/2005 21","31.48","46.49","8330.0"
"03/21/2005 22","36.16","46.49","8078.0"
"03/21/2005 23","19.89","46.49","7716.0"
"03/21/2005 24","35.76","46.51","7379.0"
"03/22/2005 01","11.59","46.49","7121.0"
"03/22/2005 02","18.35","46.45","7000.0"
"03/22/2005 03","24.98","46.43","6947.0"
"03/22/2005 04","90.44","46.50","6868.0"
"03/22/2005 05","60.03","46.55","6912.0"
"03/22/2005 06","64.90","46.61","7102.0"
"03/22/2005 07","49.43","46.64","7413.0"
"03/22/2005 08","45.78","46.68","7734.0"
"03/22/2005 09","75.18","46.75","7874.0"
"03/22/2005 10","99.15","46.85","7931.0"
"03/22/2005 11","75.99","46.91","7981.0"
"03/22/2005 12","75.99","47.00","8045.0"
"03/22/2005 13","75.99","47.09","8011.0"
"03/22/2005 14","65.49","47.17","8032.0"
"03/22/2005 15","21.91","47.18","7995.0"
"03/22/2005 16","62.54","47.26","8042.0"
"03/22/2005 17","10.37","47.25","8102.0"
"03/22/2005 18","10.37","47.24","8142.0"
"03/22/2005 19","21.65","47.21","8112.0"
"03/22/2005 20","58.54","47.27","8323.0"
"03/22/2005 21","66.56","47.35","8302.0"
"03/22/2005 22","50.93","47.41","8124.0"
"03/22/2005 23","11.99","47.41","7762.0"
"03/22/2005 24","39.58","47.45","7460.0"
"03/23/2005 01","31.94","47.46","7245.0"
"03/23/2005 02","42.74","47.46","7134.0"
"03/23/2005 03","42.74","47.46","7064.0"
"03/23/2005 04","30.13","47.46","7019.0"
"03/23/2005 05","13.54","47.44","7041.0"
"03/23/2005 06","23.55","47.44","7195.0"
"03/23/2005 07","39.34","47.46","7495.0"
"03/23/2005 08","15.00","47.45","7787.0"
"03/23/2005 09","22.59","47.45","8006.0"
"03/23/2005 10","36.45","47.46","8083.0"
"03/23/2005 11","49.57","47.46","8094.0"
"03/23/2005 12","53.89","47.49","8096.0"
"03/23/2005 13","51.86","47.52","8065.0"
"03/23/2005 14","48.87","47.54","8035.0"
"03/23/2005 15","40.51","47.56","7986.0"
"03/23/2005 16","42.74","47.58","7965.0"
"03/23/2005 17","42.74","47.60","8045.0"
"03/23/2005 18","42.74","47.59","8058.0"
"03/23/2005 19","45.16","47.56","8024.0"
"03/23/2005 20","65.50","47.56","8293.0"
"03/23/2005 21","55.95","47.56","8295.0"
"03/23/2005 22","32.36","47.57","8092.0"
"03/23/2005 23","10.37","47.55","7747.0"
"03/23/2005 24","32.26","47.56","7449.0"
"03/24/2005 01","37.86","47.59","7190.0"
"03/24/2005 02","37.02","47.61","7047.0"
"03/24/2005 03","36.18","47.62","7023.0"
"03/24/2005 04","11.04","47.60","7016.0"
"03/24/2005 05","12.33","47.57","7039.0"
"03/24/2005 06","42.82","47.57","7204.0"
"03/24/2005 07","39.13","47.40","7449.0"
"03/24/2005 08","25.66","47.36","7758.0"
"03/24/2005 09","42.48","47.32","7948.0"
"03/24/2005 10","34.94","47.06","8014.0"
"03/24/2005 11","42.48","47.01","8052.0"
"03/24/2005 12","42.48","46.98","8044.0"
"03/24/2005 13","44.83","46.82","7978.0"
"03/24/2005 14","44.93","46.76","7956.0"
"03/24/2005 15","47.48","46.74","7912.0"
"03/24/2005 16","39.71","46.75","7912.0"
"03/24/2005 17","21.91","46.67","7940.0"
"03/24/2005 18","10.37","46.59","7887.0"
"03/24/2005 19","10.37","46.50","7887.0"
"03/24/2005 20","96.69","46.45","8053.0"
"03/24/2005 21","102.65","46.50","8080.0"
"03/24/2005 22","67.72","46.51","7889.0"
"03/24/2005 23","23.59","46.49","7630.0"
"03/24/2005 24","38.68","46.48","7333.0"
"03/25/2005 01","36.21","46.49","7132.0"
"03/25/2005 02","34.74","46.48","7003.0"
"03/25/2005 03","11.55","46.45","6896.0"
"03/25/2005 04","10.37","46.42","6870.0"
"03/25/2005 05","10.37","46.36","6879.0"
"03/25/2005 06","10.37","46.32","6939.0"
"03/25/2005 07","9.30","46.25","6949.0"
"03/25/2005 08","8.26","46.19","6966.0"
"03/25/2005 09","8.96","46.11","7145.0"
"03/25/2005 10","12.70","46.05","7307.0"
"03/25/2005 11","10.37","45.96","7436.0"
"03/25/2005 12","10.37","45.87","7462.0"
"03/25/2005 13","15.49","45.79","7486.0"
"03/25/2005 14","24.95","45.72","7436.0"
"03/25/2005 15","10.37","45.69","7381.0"
"03/25/2005 16","10.37","45.66","7316.0"
"03/25/2005 17","10.37","45.62","7325.0"
"03/25/2005 18","10.37","45.59","7394.0"
"03/25/2005 19","10.37","45.55","7390.0"
"03/25/2005 20","10.37","45.50","7633.0"
"03/25/2005 21","10.37","45.47","7652.0"
"03/25/2005 22","37.84","45.48","7536.0"
"03/25/2005 23","11.55","45.46","7360.0"
"03/25/2005 24","10.32","45.46","7151.0"
"03/26/2005 01","10.37","45.45","6974.0"
"03/26/2005 02","10.37","45.43","6841.0"
"03/26/2005 03","9.52","45.42","6758.0"
"03/26/2005 04","8.90","45.42","6715.0"
"03/26/2005 05","8.98","45.42","6706.0"
"03/26/2005 06","9.82","45.41","6779.0"
"03/26/2005 07","9.97","45.39","6779.0"
"03/26/2005 08","11.95","45.38","6876.0"
"03/26/2005 09","10.37","45.33","7090.0"
"03/26/2005 10","35.24","45.32","7352.0"
"03/26/2005 11","26.85","45.30","7451.0"
"03/26/2005 12","62.40","45.33","7438.0"
"03/26/2005 13","10.37","45.30","7399.0"
"03/26/2005 14","21.91","45.28","7378.0"
"03/26/2005 15","58.15","45.31","7359.0"
"03/26/2005 16","10.37","45.26","7387.0"
"03/26/2005 17","10.37","45.22","7431.0"
"03/26/2005 18","36.59","45.24","7460.0"
"03/26/2005 19","15.19","45.15","7435.0"
"03/26/2005 20","29.52","45.14","7614.0"
"03/26/2005 21","18.52","45.11","7628.0"
"03/26/2005 22","30.89","45.11","7528.0"
"03/26/2005 23","10.37","45.10","7325.0"
"03/26/2005 24","10.37","45.10","7125.0"
"03/27/2005 01","10.37","45.10","6953.0"
"03/27/2005 02","10.37","45.10","6798.0"
"03/27/2005 03","10.37","45.10","6717.0"
"03/27/2005 04","10.37","45.09","6699.0"
"03/27/2005 05","10.37","45.09","6643.0"
"03/27/2005 06","10.37","45.09","6665.0"
"03/27/2005 07","10.37","45.09","6664.0"
"03/27/2005 08","10.37","45.09","6765.0"
"03/27/2005 09","10.37","45.06","6996.0"
"03/27/2005 10","45.64","45.08","7189.0"
"03/27/2005 11","47.50","45.10","7265.0"
"03/27/2005 12","19.07","45.06","7308.0"
"03/27/2005 13","42.80","45.06","7294.0"
"03/27/2005 14","55.40","45.08","7260.0"
"03/27/2005 15","11.44","45.05","7233.0"
"03/27/2005 16","10.37","45.03","7231.0"
"03/27/2005 17","10.37","45.00","7265.0"
"03/27/2005 18","10.37","44.95","7226.0"
"03/27/2005 19","10.37","44.88","7207.0"
"03/27/2005 20","27.08","44.78","7471.0"
"03/27/2005 21","40.48","44.62","7541.0"
"03/27/2005 22","33.35","44.52","7465.0"
"03/27/2005 23","17.86","44.51","7267.0"
"03/27/2005 24","42.48","44.42","7028.0"
"03/28/2005 01","11.86","44.42","6845.0"
"03/28/2005 02","10.37","44.36","6748.0"
"03/28/2005 03","10.37","44.30","6677.0"
"03/28/2005 04","10.37","44.25","6662.0"
"03/28/2005 05","10.37","44.23","6682.0"
"03/28/2005 06","16.14","44.17","6821.0"
"03/28/2005 07","8.91","43.98","6996.0"
"03/28/2005 08","34.03","43.99","7252.0"
"03/28/2005 09","10.29","43.88","7509.0"
"03/28/2005 10","24.78","43.88","7695.0"
"03/28/2005 11","250.98","44.17","7745.0"
"03/28/2005 12","63.18","44.12","7821.0"
"03/28/2005 13","78.99","43.94","7805.0"
"03/28/2005 14","53.66","44.00","7786.0"
"03/28/2005 15","47.42","44.05","7742.0"
"03/28/2005 16","13.58","44.05","7736.0"
"03/28/2005 17","66.49","44.13","7778.0"
"03/28/2005 18","42.44","44.15","7737.0"
"03/28/2005 19","25.38","44.12","7694.0"
"03/28/2005 20","74.98","44.15","7873.0"
"03/28/2005 21","75.32","44.21","7884.0"
"03/28/2005 22","42.27","44.23","7708.0"
"03/28/2005 23","16.14","44.22","7432.0"
"03/28/2005 24","89.08","44.31","7090.0"
"03/29/2005 01","41.86","44.34","6910.0"
"03/29/2005 02","34.04","44.34","6784.0"
"03/29/2005 03","34.04","44.33","6722.0"
"03/29/2005 04","18.26","44.29","6698.0"
"03/29/2005 05","10.37","44.25","6734.0"
"03/29/2005 06","26.99","44.26","6903.0"
"03/29/2005 07","42.48","44.28","7105.0"
"03/29/2005 08","22.26","44.29","7411.0"
"03/29/2005 09","56.19","44.35","7636.0"
"03/29/2005 10","35.11","44.19","7748.0"
"03/29/2005 11","12.48","44.19","7782.0"
"03/29/2005 12","50.35","44.24","7829.0"
"03/29/2005 13","75.99","44.29","7774.0"
"03/29/2005 14","100.05","44.38","7732.0"
"03/29/2005 15","42.48","44.42","7739.0"
"03/29/2005 16","229.91","44.72","7706.0"
"03/29/2005 17","58.59","44.75","7711.0"
"03/29/2005 18","75.99","44.83","7696.0"
"03/29/2005 19","37.62","44.79","7589.0"
"03/29/2005 20","61.51","44.64","7813.0"
"03/29/2005 21","77.31","44.68","7840.0"
"03/29/2005 22","61.71","44.70","7658.0"
"03/29/2005 23","13.58","44.69","7418.0"
"03/29/2005 24","62.85","44.76","7085.0"
"03/30/2005 01","30.93","44.79","6856.0"
"03/30/2005 02","21.60","44.81","6709.0"
"03/30/2005 03","30.53","44.84","6641.0"
"03/30/2005 04","10.37","44.83","6656.0"
"03/30/2005 05","10.37","44.83","6678.0"
"03/30/2005 06","40.04","44.84","6847.0"
"03/30/2005 07","41.49","44.80","6982.0"
"03/30/2005 08","10.37","44.79","7297.0"
"03/30/2005 09","53.55","44.83","7589.0"
"03/30/2005 10","81.91","44.60","7705.0"
"03/30/2005 11","42.11","44.62","7777.0"
"03/30/2005 12","133.08","44.53","7798.0"
"03/30/2005 13","61.08","44.54","7755.0"
"03/30/2005 14","43.73","44.50","7756.0"
"03/30/2005 15","52.32","44.52","7756.0"
"03/30/2005 16","48.05","44.53","7739.0"
"03/30/2005 17","14.53","44.52","7749.0"
"03/30/2005 18","30.08","44.51","7781.0"
"03/30/2005 19","46.22","44.55","7699.0"
"03/30/2005 20","58.81","44.55","7877.0"
"03/30/2005 21","77.31","44.60","7878.0"
"03/30/2005 22","45.26","44.61","7697.0"
"03/30/2005 23","21.81","44.63","7398.0"
"03/30/2005 24","42.79","44.67","7086.0"
"03/31/2005 01","15.03","44.67","6879.0"
"03/31/2005 02","10.37","44.65","6748.0"
"03/31/2005 03","10.37","44.64","6715.0"
"03/31/2005 04","29.91","44.67","6712.0"
"03/31/2005 05","16.90","44.68","6708.0"
"03/31/2005 06","10.37","44.68","6828.0"
"03/31/2005 07","10.37","44.67","7038.0"
"03/31/2005 08","10.37","44.67","7323.0"
"03/31/2005 09","32.45","44.71","7577.0"
"03/31/2005 10","44.35","44.75","7715.0"
"03/31/2005 11","48.50","44.81","7799.0"
"03/31/2005 12","48.50","44.86","7831.0"
"03/31/2005 13","49.17","44.91","7826.0"
"03/31/2005 14","22.84","44.93","7804.0"
"03/31/2005 15","45.99","44.98","7775.0"
"03/31/2005 16","202.07","45.25","7695.0"
"03/31/2005 17","71.20","45.33","7692.0"
"03/31/2005 18","77.70","45.42","7671.0"
"03/31/2005 19","57.26","45.48","7592.0"
"03/31/2005 20","70.55","45.56","7785.0"
"03/31/2005 21","88.97","45.67","7859.0"
"03/31/2005 22","102.74","45.77","7608.0"
"03/31/2005 23","25.53","45.77","7325.0"
"03/31/2005 24","49.08","45.83","7055.0"
"04/01/2005 01","15.37","45.82","6843.0"
"04/01/2005 02","48.42","45.87","6742.0"
"04/01/2005 03","35.33","45.91","6698.0"
"04/01/2005 04","10.37","45.91","6670.0"
"04/01/2005 05","10.37","45.91","6711.0"
"04/01/2005 06","10.37","45.89","6860.0"
"04/01/2005 07","10.37","45.89","7047.0"
"04/01/2005 08","36.13","45.93","7360.0"
"04/01/2005 09","49.75","45.97","7621.0"
"04/01/2005 10","54.74","46.04","7742.0"
"04/01/2005 11","78.93","46.11","7792.0"
"04/01/2005 12","73.99","46.18","7824.0"
"04/01/2005 13","58.16","46.25","7786.0"
"04/01/2005 14","72.71","46.33","7773.0"
"04/01/2005 15","45.99","46.35","7738.0"
"04/01/2005 16","50.33","46.40","7685.0"
"04/01/2005 17","52.79","46.45","7666.0"
"04/01/2005 18","49.00","46.49","7585.0"
"04/01/2005 19","46.24","46.49","7517.0"
"04/01/2005 20","58.45","46.48","7685.0"
"04/01/2005 21","15.52","46.45","7729.0"
"04/01/2005 22","62.91","46.48","7534.0"
"04/01/2005 23","25.37","46.47","7291.0"
"04/01/2005 24","58.99","46.50","7038.0"
"04/02/2005 01","15.31","46.49","6815.0"
"04/02/2005 02","21.32","46.49","6728.0"
"04/02/2005 03","114.60","46.63","6662.0"
"04/02/2005 04","10.79","46.63","6606.0"
"04/02/2005 05","35.70","46.67","6588.0"
"04/02/2005 06","35.70","46.70","6634.0"
"04/02/2005 07","10.37","46.68","6652.0"
"04/02/2005 08","10.37","46.65","6816.0"
"04/02/2005 09","50.02","46.64","7100.0"
"04/02/2005 10","45.04","46.66","7288.0"
"04/02/2005 11","53.15","46.67","7401.0"
"04/02/2005 12","62.41","46.66","7403.0"
"04/02/2005 13","49.15","46.68","7361.0"
"04/02/2005 14","105.75","46.76","7256.0"
"04/02/2005 15","10.37","46.69","7241.0"
"04/02/2005 16","43.71","46.70","7276.0"
"04/02/2005 17","24.33","46.67","7286.0"
"04/02/2005 18","18.40","46.64","7294.0"
"04/02/2005 19","49.97","46.59","7274.0"
"04/02/2005 20","50.00","46.53","7485.0"
"04/02/2005 21","50.00","46.52","7572.0"
"04/02/2005 22","50.00","46.54","7434.0"
"04/02/2005 23","31.82","46.54","7219.0"
"04/02/2005 24","25.82","46.56","6975.0"
"04/03/2005 01","22.63","46.53","6839.0"
"04/03/2005 03","58.02","46.56","6711.0"
"04/03/2005 04","31.44","46.55","6625.0"
"04/03/2005 05","10.37","46.51","6606.0"
"04/03/2005 06","27.96","46.50","6647.0"
"04/03/2005 07","45.38","46.51","6712.0"
"04/03/2005 08","10.08","46.46","6648.0"
"04/03/2005 09","9.38","46.42","6756.0"
"04/03/2005 10","32.23","46.45","6900.0"
"04/03/2005 11","54.88","46.47","7015.0"
"04/03/2005 12","74.14","46.55","7087.0"
"04/03/2005 13","106.99","46.66","7117.0"
"04/03/2005 14","71.58","46.71","7139.0"
"04/03/2005 15","32.27","46.71","7128.0"
"04/03/2005 16","69.58","46.64","7117.0"
"04/03/2005 17","74.99","46.56","7196.0"
"04/03/2005 18","74.99","46.65","7242.0"
"04/03/2005 19","53.91","46.66","7164.0"
"04/03/2005 20","55.00","46.67","7147.0"
"04/03/2005 21","303.53","47.00","7380.0"
"04/03/2005 22","399.10","47.49","7419.0"
"04/03/2005 23","96.36","47.58","7225.0"
"04/03/2005 24","47.99","47.59","6933.0"
"04/04/2005 01","47.99","47.62","6738.0"
"04/04/2005 02","41.00","47.65","6621.0"
"04/04/2005 03","10.37","47.59","6546.0"
"04/04/2005 04","41.19","47.57","6534.0"
"04/04/2005 05","15.04","47.57","6551.0"
"04/04/2005 06","51.20","47.61","6688.0"
"04/04/2005 07","93.87","47.69","7050.0"
"04/04/2005 08","58.75","47.76","7406.0"
"04/04/2005 09","99.63","47.89","7586.0"
"04/04/2005 10","178.57","48.07","7669.0"
"04/04/2005 11","50.22","48.09","7767.0"
"04/04/2005 12","91.07","48.16","7736.0"
"04/04/2005 13","51.85","48.14","7695.0"
"04/04/2005 14","53.31","48.15","7723.0"
"04/04/2005 15","75.02","48.19","7750.0"
"04/04/2005 16","78.24","48.24","7728.0"
"04/04/2005 17","88.35","48.32","7711.0"
"04/04/2005 18","50.55","48.36","7651.0"
"04/04/2005 19","24.81","48.33","7485.0"
"04/04/2005 20","10.37","48.27","7440.0"
"04/04/2005 21","10.37","48.22","7659.0"
"04/04/2005 22","26.78","48.21","7655.0"
"04/04/2005 23","38.12","48.23","7353.0"
"04/04/2005 24","48.92","48.23","6965.0"
"04/05/2005 01","36.54","48.22","6706.0"
"04/05/2005 02","47.32","48.26","6601.0"
"04/05/2005 03","39.37","48.30","6562.0"
"04/05/2005 04","27.76","48.32","6532.0"
"04/05/2005 05","20.45","48.33","6542.0"
"04/05/2005 06","46.35","48.38","6700.0"
"04/05/2005 07","59.75","48.45","6999.0"
"04/05/2005 08","15.67","48.46","7354.0"
"04/05/2005 09","41.71","48.50","7572.0"
"04/05/2005 10","47.99","48.56","7679.0"
"04/05/2005 11","58.37","48.62","7765.0"
"04/05/2005 12","48.18","48.66","7741.0"
"04/05/2005 13","47.99","48.67","7678.0"
"04/05/2005 14","50.94","48.65","7690.0"
"04/05/2005 15","51.75","48.64","7666.0"
"04/05/2005 16","51.75","48.66","7656.0"
"04/05/2005 17","47.99","48.68","7671.0"
"04/05/2005 18","30.43","48.66","7640.0"
"04/05/2005 19","10.37","48.58","7451.0"
"04/05/2005 20","10.37","48.38","7332.0"
"04/05/2005 21","38.38","48.07","7554.0"
"04/05/2005 22","48.13","48.04","7674.0"
"04/05/2005 23","36.14","48.02","7416.0"
"04/05/2005 24","21.39","47.99","7067.0"
"04/06/2005 01","10.03","47.97","6856.0"
"04/06/2005 02","9.24","47.92","6709.0"
"04/06/2005 03","9.08","47.86","6640.0"
"04/06/2005 04","7.73","47.83","6616.0"
"04/06/2005 05","8.79","47.55","6666.0"
"04/06/2005 06","9.68","47.50","6763.0"
"04/06/2005 07","40.42","47.38","7111.0"
"04/06/2005 08","10.30","47.38","7400.0"
"04/06/2005 09","41.42","47.38","7620.0"
"04/06/2005 10","49.60","47.40","7687.0"
"04/06/2005 11","49.74","47.42","7719.0"
"04/06/2005 12","51.70","47.40","7754.0"
"04/06/2005 13","51.70","47.38","7727.0"
"04/06/2005 14","51.70","47.36","7739.0"
"04/06/2005 15","51.70","47.35","7723.0"
"04/06/2005 16","56.12","47.35","7734.0"
"04/06/2005 17","81.62","47.38","7758.0"
"04/06/2005 18","69.39","47.39","7725.0"
"04/06/2005 19","47.94","47.37","7523.0"
"04/06/2005 20","48.16","47.35","7451.0"
"04/06/2005 21","116.70","47.37","7680.0"
"04/06/2005 22","70.49","47.35","7648.0"
"04/06/2005 23","49.03","47.28","7359.0"
"04/06/2005 24","21.01","47.25","7002.0"
"04/07/2005 01","12.75","47.16","6785.0"
"04/07/2005 02","48.14","47.17","6656.0"
"04/07/2005 03","23.68","47.13","6593.0"
"04/07/2005 04","10.11","47.09","6566.0"
"04/07/2005 05","9.67","47.05","6568.0"
"04/07/2005 06","36.80","47.05","6709.0"
"04/07/2005 07","49.42","47.07","7079.0"
"04/07/2005 08","49.87","47.06","7429.0"
"04/07/2005 09","49.60","47.06","7620.0"
"04/07/2005 10","49.60","47.06","7567.0"
"04/07/2005 11","51.36","47.04","7640.0"
"04/07/2005 12","59.98","47.04","7691.0"
"04/07/2005 13","59.98","47.07","7691.0"
"04/07/2005 14","59.98","47.09","7681.0"
"04/07/2005 15","59.98","47.11","7643.0"
"04/07/2005 16","56.07","47.11","7662.0"
"04/07/2005 17","14.61","47.05","7663.0"
"04/07/2005 18","10.37","46.99","7648.0"
"04/07/2005 19","10.37","46.92","7509.0"
"04/07/2005 20","9.95","46.85","7453.0"
"04/07/2005 21","28.70","46.80","7586.0"
"04/07/2005 22","27.91","46.75","7542.0"
"04/07/2005 23","9.54","46.69","7214.0"
"04/07/2005 24","9.06","46.69","6865.0"
"04/08/2005 01","9.09","46.64","6608.0"
"04/08/2005 02","8.79","46.60","6493.0"
"04/08/2005 03","8.92","46.57","6449.0"
"04/08/2005 04","8.92","46.57","6435.0"
"04/08/2005 05","8.92","46.57","6451.0"
"04/08/2005 06","9.10","46.56","6601.0"
"04/08/2005 07","9.95","46.53","6986.0"
"04/08/2005 08","9.61","46.30","7323.0"
"04/08/2005 09","24.75","46.27","7528.0"
"04/08/2005 10","35.47","46.23","7671.0"
"04/08/2005 11","48.02","46.21","7736.0"
"04/08/2005 12","48.02","46.18","7825.0"
"04/08/2005 13","43.20","46.14","7798.0"
"04/08/2005 14","47.62","46.11","7792.0"
"04/08/2005 15","46.00","46.08","7782.0"
"04/08/2005 16","47.06","46.07","7721.0"
"04/08/2005 17","62.06","46.09","7684.0"
"04/08/2005 18","48.02","46.06","7600.0"
"04/08/2005 19","48.02","46.02","7507.0"
"04/08/2005 20","48.40","46.01","7500.0"
"04/08/2005 21","215.00","46.23","7596.0"
"04/08/2005 22","96.94","46.30","7518.0"
"04/08/2005 23","41.12","46.28","7295.0"
"04/08/2005 24","120.51","46.38","6990.0"
"04/09/2005 01","10.37","46.27","6788.0"
