Pool Price

""

Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
"03/20/2018 19","31.80","31.90","9927.0"
"03/20/2018 20","31.74","31.89","10049.0"
"03/20/2018 21","32.66","31.89","10303.0"
"03/20/2018 22","31.75","31.89","10138.0"
"03/20/2018 23","31.74","31.89","9816.0"
"03/20/2018 24","31.25","31.89","9501.0"
"03/21/2018 01","27.99","31.89","9300.0"
"03/21/2018 02","27.99","31.89","9252.0"
"03/21/2018 03","31.62","31.90","9222.0"
"03/21/2018 04","31.75","31.90","9201.0"
"03/21/2018 05","31.75","31.90","9242.0"
"03/21/2018 06","32.23","31.90","9437.0"
"03/21/2018 07","34.44","31.90","9891.0"
"03/21/2018 08","34.55","31.90","10303.0"
"03/21/2018 09","34.55","31.91","10321.0"
"03/21/2018 10","34.55","31.91","10364.0"
"03/21/2018 11","36.37","31.92","10363.0"
"03/21/2018 12","34.55","31.92","10335.0"
"03/21/2018 13","34.55","31.92","10263.0"
"03/21/2018 14","34.55","31.92","10297.0"
"03/21/2018 15","34.55","31.93","10213.0"
"03/21/2018 16","34.55","31.93","10156.0"
"03/21/2018 17","34.54","31.93","10217.0"
"03/21/2018 18","34.54","31.94","10221.0"
"03/21/2018 19","34.28","31.94","10132.0"
"03/21/2018 20","34.55","31.94","10192.0"
"03/21/2018 21","36.24","31.94","10464.0"
"03/21/2018 22","35.74","31.94","10373.0"
"03/21/2018 23","34.15","31.95","10035.0"
"03/21/2018 24","33.26","31.95","9690.0"
"03/22/2018 01","33.26","31.95","9464.0"
"03/22/2018 02","33.23","31.95","9385.0"
"03/22/2018 03","33.15","31.96","9347.0"
"03/22/2018 04","33.15","31.96","9295.0"
"03/22/2018 05","33.22","31.97","9347.0"
"03/22/2018 06","33.26","31.98","9541.0"
"03/22/2018 07","34.52","31.98","10021.0"
"03/22/2018 08","36.43","31.98","10433.0"
"03/22/2018 09","36.43","31.99","10554.0"
"03/22/2018 10","36.44","31.99","10635.0"
"03/22/2018 11","43.00","32.00","10610.0"
"03/22/2018 12","46.06","32.01","10580.0"
"03/22/2018 13","38.89","32.02","10486.0"
"03/22/2018 14","36.44","32.02","10458.0"
"03/22/2018 15","36.44","32.02","10397.0"
"03/22/2018 16","39.59","32.03","10407.0"
"03/22/2018 17","38.50","32.04","10491.0"
"03/22/2018 18","36.44","32.04","10504.0"
"03/22/2018 19","38.47","32.03","10389.0"
"03/22/2018 20","42.78","31.97","10436.0"
"03/22/2018 21","45.56","31.97","10551.0"
"03/22/2018 22","36.44","31.97","10348.0"
"03/22/2018 23","34.48","31.97","10012.0"
"03/22/2018 24","33.25","31.98","9702.0"
"03/23/2018 01","33.26","31.98","9476.0"
"03/23/2018 02","32.50","31.98","9347.0"
"03/23/2018 03","31.75","31.98","9271.0"
"03/23/2018 04","29.53","31.98","9249.0"
"03/23/2018 05","27.01","31.97","9259.0"
"03/23/2018 06","27.15","31.96","9423.0"
"03/23/2018 07","32.03","31.96","9812.0"
"03/23/2018 08","33.52","31.96","10250.0"
"03/23/2018 09","34.54","31.96","10373.0"
"03/23/2018 10","34.54","31.96","10431.0"
"03/23/2018 11","34.54","31.96","10436.0"
"03/23/2018 12","34.23","31.96","10407.0"
"03/23/2018 13","34.09","31.96","10238.0"
"03/23/2018 14","34.55","31.97","10169.0"
"03/23/2018 15","34.54","31.97","10087.0"
"03/23/2018 16","33.86","31.97","10029.0"
"03/23/2018 17","33.26","31.97","9988.0"
"03/23/2018 18","33.26","31.97","9938.0"
"03/23/2018 19","33.25","31.96","9841.0"
"03/23/2018 20","32.77","31.95","9838.0"
"03/23/2018 21","34.45","31.94","10106.0"
"03/23/2018 22","33.79","31.94","10011.0"
"03/23/2018 23","33.26","31.94","9749.0"
"03/23/2018 24","33.08","31.95","9456.0"
"03/24/2018 01","31.75","31.95","9253.0"
"03/24/2018 02","31.75","31.96","9110.0"
"03/24/2018 03","31.72","31.96","8960.0"
"03/24/2018 04","31.72","31.97","8952.0"
"03/24/2018 05","31.74","31.98","8953.0"
"03/24/2018 06","31.74","31.98","9021.0"
"03/24/2018 07","32.83","31.98","9176.0"
"03/24/2018 08","33.23","31.98","9358.0"
"03/24/2018 09","33.26","31.97","9514.0"
"03/24/2018 10","33.71","31.96","9698.0"
"03/24/2018 11","34.55","31.95","9867.0"
"03/24/2018 12","34.54","31.95","9789.0"
"03/24/2018 13","34.54","31.95","9724.0"
"03/24/2018 14","33.26","31.95","9670.0"
"03/24/2018 15","32.42","31.95","9626.0"
"03/24/2018 16","33.26","31.95","9627.0"
"03/24/2018 17","33.25","31.95","9690.0"
"03/24/2018 18","33.26","31.95","9733.0"
"03/24/2018 19","33.26","31.95","9675.0"
"03/24/2018 20","33.26","31.94","9698.0"
"03/24/2018 21","34.54","31.93","9943.0"
"03/24/2018 22","34.54","31.93","9933.0"
"03/24/2018 23","33.77","31.93","9722.0"
"03/24/2018 24","33.23","31.93","9470.0"
"03/25/2018 01","31.75","31.93","9295.0"
"03/25/2018 02","30.37","31.93","9191.0"
"03/25/2018 03","27.18","31.93","9151.0"
"03/25/2018 04","27.18","31.93","9064.0"
"03/25/2018 05","30.12","31.94","9131.0"
"03/25/2018 06","31.74","31.94","9227.0"
"03/25/2018 07","31.75","31.95","9350.0"
"03/25/2018 08","31.75","31.95","9473.0"
"03/25/2018 09","31.75","31.95","9590.0"
"03/25/2018 10","32.14","31.95","9773.0"
"03/25/2018 11","32.49","31.96","9848.0"
"03/25/2018 12","31.75","31.96","9861.0"
"03/25/2018 13","31.75","31.97","9857.0"
"03/25/2018 14","31.75","31.97","9777.0"
"03/25/2018 15","31.74","31.98","9693.0"
"03/25/2018 16","31.74","31.99","9659.0"
"03/25/2018 17","31.74","31.99","9710.0"
"03/25/2018 18","31.75","31.99","9804.0"
"03/25/2018 19","31.73","31.99","9784.0"
"03/25/2018 20","31.74","31.99","9828.0"
"03/25/2018 21","32.28","31.99","10095.0"
"03/25/2018 22","31.74","31.99","9984.0"
"03/25/2018 23","28.53","31.99","9728.0"
"03/25/2018 24","26.75","31.99","9414.0"
"03/26/2018 01","25.51","31.99","9250.0"
"03/26/2018 02","26.85","31.99","9132.0"
"03/26/2018 03","27.06","32.00","9073.0"
"03/26/2018 04","25.51","32.00","9063.0"
"03/26/2018 05","25.83","32.00","9151.0"
"03/26/2018 06","26.32","32.00","9331.0"
"03/26/2018 07","27.17","32.00","9742.0"
"03/26/2018 08","27.18","32.00","10065.0"
"03/26/2018 09","30.45","32.00","10131.0"
"03/26/2018 10","31.73","32.01","10140.0"
"03/26/2018 11","29.52","32.01","10108.0"
"03/26/2018 12","31.70","32.01","10101.0"
"03/26/2018 13","31.74","32.02","10064.0"
"03/26/2018 14","31.74","32.02","10037.0"
"03/26/2018 15","31.72","32.02","10002.0"
"03/26/2018 16","31.70","32.02","10013.0"
"03/26/2018 17","31.26","32.02","10056.0"
"03/26/2018 18","31.70","32.02","10102.0"
"03/26/2018 19","28.39","32.02","9979.0"
"03/26/2018 20","27.18","32.01","10015.0"
"03/26/2018 21","31.24","32.01","10212.0"
"03/26/2018 22","30.46","32.02","10117.0"
"03/26/2018 23","27.16","32.02","9811.0"
"03/26/2018 24","27.12","32.02","9498.0"
"03/27/2018 01","26.81","32.02","9299.0"
"03/27/2018 02","24.29","32.02","9181.0"
"03/27/2018 03","25.41","32.02","9125.0"
"03/27/2018 04","27.13","32.03","9079.0"
"03/27/2018 05","27.09","32.03","9117.0"
"03/27/2018 06","29.27","32.04","9306.0"
"03/27/2018 07","31.73","32.05","9719.0"
"03/27/2018 08","31.74","32.05","10109.0"
"03/27/2018 09","30.83","32.06","10242.0"
"03/27/2018 10","29.08","32.07","10338.0"
"03/27/2018 11","31.74","32.08","10366.0"
"03/27/2018 12","31.75","32.09","10369.0"
"03/27/2018 13","31.75","32.10","10288.0"
"03/27/2018 14","27.72","32.10","10202.0"
"03/27/2018 15","26.02","32.10","10165.0"
"03/27/2018 16","23.88","32.09","10121.0"
"03/27/2018 17","25.18","32.09","10180.0"
"03/27/2018 18","26.90","32.09","10207.0"
"03/27/2018 19","26.62","32.08","10056.0"
"03/27/2018 20","28.52","32.08","10074.0"
"03/27/2018 21","33.63","32.08","10322.0"
"03/27/2018 22","34.54","32.08","10204.0"
"03/27/2018 23","33.66","32.09","9866.0"
"03/27/2018 24","32.05","32.10","9517.0"
"03/28/2018 01","31.75","32.10","9289.0"
"03/28/2018 02","31.75","32.11","9180.0"
"03/28/2018 03","31.74","32.11","9127.0"
"03/28/2018 04","31.74","32.12","9087.0"
"03/28/2018 05","31.74","32.13","9132.0"
"03/28/2018 06","32.41","32.13","9288.0"
"03/28/2018 07","34.54","32.14","9691.0"
"03/28/2018 08","33.30","32.14","9966.0"
"03/28/2018 09","34.09","32.14","10070.0"
"03/28/2018 10","33.26","32.13","10119.0"
"03/28/2018 11","31.77","32.13","10090.0"
"03/28/2018 12","31.74","32.12","10128.0"
"03/28/2018 13","31.73","32.12","10161.0"
"03/28/2018 14","31.73","32.12","10083.0"
"03/28/2018 15","31.74","32.12","10036.0"
"03/28/2018 16","31.74","32.13","10022.0"
"03/28/2018 17","31.75","32.13","10049.0"
"03/28/2018 18","32.05","32.14","10081.0"
"03/28/2018 19","34.37","32.15","9968.0"
"03/28/2018 20","34.54","32.16","10014.0"
"03/28/2018 21","34.55","32.17","10246.0"
"03/28/2018 22","34.16","32.18","10152.0"
"03/28/2018 23","32.86","32.19","9833.0"
"03/28/2018 24","31.74","32.19","9504.0"
"03/29/2018 01","31.27","32.20","9266.0"
"03/29/2018 02","27.58","32.20","9149.0"
"03/29/2018 03","27.16","32.20","9081.0"
"03/29/2018 04","27.16","32.20","9103.0"
"03/29/2018 05","28.99","32.20","9121.0"
"03/29/2018 06","31.74","32.21","9340.0"
"03/29/2018 07","34.04","32.22","9748.0"
"03/29/2018 08","34.55","32.23","10125.0"
"03/29/2018 09","34.76","32.24","10306.0"
"03/29/2018 10","34.55","32.25","10396.0"
"03/29/2018 11","34.54","32.26","10385.0"
"03/29/2018 12","34.54","32.27","10330.0"
"03/29/2018 13","34.07","32.28","10220.0"
"03/29/2018 14","33.26","32.28","10196.0"
"03/29/2018 15","33.26","32.29","10177.0"
"03/29/2018 16","31.80","32.30","10118.0"
"03/29/2018 17","31.74","32.31","10113.0"
"03/29/2018 18","33.05","32.31","10126.0"
"03/29/2018 19","33.25","32.32","10050.0"
"03/29/2018 20","33.25","32.32","10054.0"
"03/29/2018 21","34.20","32.32","10287.0"
"03/29/2018 22","34.07","32.33","10237.0"
"03/29/2018 23","32.14","32.33","9950.0"
"03/29/2018 24","31.72","32.34","9695.0"
"03/30/2018 01","29.82","32.34","9541.0"
"03/30/2018 02","27.18","32.34","9423.0"
"03/30/2018 03","27.18","32.34","9366.0"
"03/30/2018 04","27.18","32.34","9313.0"
"03/30/2018 05","27.18","32.34","9283.0"
"03/30/2018 06","27.18","32.34","9407.0"
"03/30/2018 07","26.96","32.34","9569.0"
"03/30/2018 08","27.17","32.34","9671.0"
"03/30/2018 09","27.14","32.33","9764.0"
"03/30/2018 10","27.17","32.32","9943.0"
"03/30/2018 11","27.10","32.32","10027.0"
"03/30/2018 12","27.17","32.31","10104.0"
"03/30/2018 13","27.18","32.31","10084.0"
"03/30/2018 14","27.18","32.30","10012.0"
"03/30/2018 15","27.18","32.29","9982.0"
"03/30/2018 16","29.86","32.29","9924.0"
"03/30/2018 17","31.97","32.29","9991.0"
"03/30/2018 18","31.74","32.29","10063.0"
"03/30/2018 19","31.74","32.29","9994.0"
"03/30/2018 20","31.75","32.29","9938.0"
"03/30/2018 21","31.76","32.29","10102.0"
"03/30/2018 22","31.75","32.29","10103.0"
"03/30/2018 23","31.75","32.29","9911.0"
"03/30/2018 24","31.38","32.29","9712.0"
"03/31/2018 01","31.71","32.29","9552.0"
"03/31/2018 02","31.65","32.29","9429.0"
"03/31/2018 03","27.25","32.29","9373.0"
"03/31/2018 04","27.18","32.28","9371.0"
"03/31/2018 05","27.18","32.27","9407.0"
"03/31/2018 06","30.39","32.27","9492.0"
"03/31/2018 07","31.74","32.27","9572.0"
"03/31/2018 08","31.74","32.26","9641.0"
"03/31/2018 09","31.75","32.25","9799.0"
"03/31/2018 10","33.21","32.25","9899.0"
"03/31/2018 11","33.25","32.24","9976.0"
"03/31/2018 12","33.26","32.24","10011.0"
"03/31/2018 13","33.26","32.24","9994.0"
"03/31/2018 14","33.26","32.24","9953.0"
"03/31/2018 15","33.03","32.24","9912.0"
"03/31/2018 16","31.75","32.23","9842.0"
"03/31/2018 17","31.75","32.23","9832.0"
"03/31/2018 18","31.75","32.23","9817.0"
"03/31/2018 19","31.74","32.23","9703.0"
"03/31/2018 20","31.75","32.23","9785.0"
"03/31/2018 21","32.97","32.23","10133.0"
"03/31/2018 22","32.79","32.24","10165.0"
"03/31/2018 23","31.74","32.23","9999.0"
"03/31/2018 24","31.75","32.23","9780.0"
"04/01/2018 01","32.70","32.23","9585.0"
"04/01/2018 02","33.26","32.23","9471.0"
"04/01/2018 03","33.26","32.24","9401.0"
"04/01/2018 04","33.97","32.24","9371.0"
"04/01/2018 05","33.26","32.25","9377.0"
"04/01/2018 06","33.26","32.25","9403.0"
"04/01/2018 07","33.33","32.25","9510.0"
"04/01/2018 08","33.26","32.25","9524.0"
"04/01/2018 09","32.73","32.25","9594.0"
"04/01/2018 10","33.26","32.24","9650.0"
"04/01/2018 11","37.74","32.25","9671.0"
"04/01/2018 12","37.03","32.25","9707.0"
"04/01/2018 13","35.95","32.25","9709.0"
"04/01/2018 14","33.24","32.25","9664.0"
"04/01/2018 15","33.21","32.25","9695.0"
"04/01/2018 16","33.22","32.26","9703.0"
"04/01/2018 17","33.24","32.26","9737.0"
"04/01/2018 18","33.22","32.26","9708.0"
"04/01/2018 19","33.21","32.26","9626.0"
"04/01/2018 20","33.20","32.26","9652.0"
"04/01/2018 21","33.26","32.26","9856.0"
"04/01/2018 22","33.24","32.26","9848.0"
"04/01/2018 23","33.22","32.26","9650.0"
"04/01/2018 24","33.24","32.26","9458.0"
"04/02/2018 01","31.75","32.25","9232.0"
"04/02/2018 02","31.74","32.25","9195.0"
"04/02/2018 03","31.74","32.25","9173.0"
"04/02/2018 04","31.74","32.26","9213.0"
"04/02/2018 05","31.74","32.26","9280.0"
"04/02/2018 06","32.33","32.26","9472.0"
"04/02/2018 07","33.24","32.26","9769.0"
"04/02/2018 08","33.26","32.26","9967.0"
"04/02/2018 09","33.26","32.26","10067.0"
"04/02/2018 10","43.22","32.27","10137.0"
"04/02/2018 11","44.71","32.29","10143.0"
"04/02/2018 12","46.05","32.30","10064.0"
"04/02/2018 13","46.05","32.32","10060.0"
"04/02/2018 14","45.68","32.34","10086.0"
"04/02/2018 15","46.06","32.35","10090.0"
"04/02/2018 16","47.09","32.37","10098.0"
"04/02/2018 17","46.06","32.39","10103.0"
"04/02/2018 18","46.56","32.40","10091.0"
"04/02/2018 19","57.31","32.43","10006.0"
"04/02/2018 20","46.06","32.45","10048.0"
"04/02/2018 21","57.31","32.48","10143.0"
"04/02/2018 22","44.55","32.49","10083.0"
"04/02/2018 23","33.75","32.49","9848.0"
"04/02/2018 24","31.73","32.49","9511.0"
"04/03/2018 01","31.74","32.48","9290.0"
"04/03/2018 02","31.74","32.48","9179.0"
"04/03/2018 03","31.70","32.48","9140.0"
"04/03/2018 04","31.74","32.47","9197.0"
"04/03/2018 05","31.74","32.47","9266.0"
"04/03/2018 06","32.25","32.47","9460.0"
"04/03/2018 07","33.25","32.47","9855.0"
"04/03/2018 08","34.05","32.47","10100.0"
"04/03/2018 09","40.41","32.48","10171.0"
"04/03/2018 10","44.96","32.50","10144.0"
"04/03/2018 11","46.06","32.52","10126.0"
"04/03/2018 12","59.83","32.56","10118.0"
"04/03/2018 13","55.18","32.59","10087.0"
"04/03/2018 14","46.06","32.61","10082.0"
"04/03/2018 15","45.09","32.63","10004.0"
"04/03/2018 16","43.52","32.64","10030.0"
"04/03/2018 17","40.57","32.66","10062.0"
"04/03/2018 18","38.26","32.66","10051.0"
"04/03/2018 19","33.33","32.66","9948.0"
"04/03/2018 20","34.39","32.66","9959.0"
"04/03/2018 21","44.79","32.68","10125.0"
"04/03/2018 22","42.61","32.69","10072.0"
"04/03/2018 23","33.70","32.69","9829.0"
"04/03/2018 24","34.26","32.69","9551.0"
"04/04/2018 01","32.96","32.69","9340.0"
"04/04/2018 02","31.75","32.69","9255.0"
"04/04/2018 03","33.09","32.69","9260.0"
"04/04/2018 04","33.21","32.70","9236.0"
"04/04/2018 05","33.26","32.70","9299.0"
"04/04/2018 06","33.56","32.70","9477.0"
"04/04/2018 07","52.00","32.73","9926.0"
"04/04/2018 08","71.20","32.78","10097.0"
"04/04/2018 09","69.66","32.83","10164.0"
"04/04/2018 10","69.21","32.87","10209.0"
"04/04/2018 11","109.98","32.98","10184.0"
"04/04/2018 12","289.17","33.33","10173.0"
"04/04/2018 13","169.96","33.52","10080.0"
"04/04/2018 14","75.00","33.58","10126.0"
"04/04/2018 15","69.21","33.63","10156.0"
"04/04/2018 16","66.58","33.68","10168.0"
"04/04/2018 17","60.43","33.71","10171.0"
"04/04/2018 18","55.10","33.74","10216.0"
"04/04/2018 19","43.85","33.76","10152.0"
"04/04/2018 20","36.30","33.76","10161.0"
"04/04/2018 21","46.84","33.78","10239.0"
"04/04/2018 22","40.11","33.79","10136.0"
"04/04/2018 23","37.41","33.79","9900.0"
"04/04/2018 24","44.15","33.81","9638.0"
"04/05/2018 01","40.47","33.82","9393.0"
"04/05/2018 02","33.25","33.82","9240.0"
"04/05/2018 03","33.94","33.82","9263.0"
"04/05/2018 04","33.24","33.82","9315.0"
"04/05/2018 05","33.26","33.82","9357.0"
"04/05/2018 06","37.21","33.83","9541.0"
"04/05/2018 07","68.36","33.87","9937.0"
"04/05/2018 08","66.62","33.92","10152.0"
"04/05/2018 09","69.42","33.96","10230.0"
"04/05/2018 10","117.77","34.08","10233.0"
"04/05/2018 11","536.36","34.77","10225.0"
"04/05/2018 12","227.57","35.04","10161.0"
"04/05/2018 13","198.45","35.27","10086.0"
"04/05/2018 14","140.96","35.42","10097.0"
"04/05/2018 15","309.75","35.80","10091.0"
"04/05/2018 16","309.75","36.19","10049.0"
"04/05/2018 17","263.79","36.51","10069.0"
"04/05/2018 18","256.38","36.82","10043.0"
"04/05/2018 19","174.36","37.01","9906.0"
"04/05/2018 20","122.65","37.14","9942.0"
"04/05/2018 21","244.22","37.43","10144.0"
"04/05/2018 22","131.82","37.57","10094.0"
"04/05/2018 23","56.88","37.60","9826.0"
"04/05/2018 24","46.05","37.62","9581.0"
"04/06/2018 01","43.36","37.64","9449.0"
"04/06/2018 02","46.03","37.67","9370.0"
"04/06/2018 03","44.31","37.69","9289.0"
"04/06/2018 04","41.12","37.71","9266.0"
"04/06/2018 05","41.87","37.73","9311.0"
"04/06/2018 06","43.34","37.75","9532.0"
"04/06/2018 07","82.20","37.82","9921.0"
"04/06/2018 08","100.36","37.91","10134.0"
"04/06/2018 09","510.37","38.57","10082.0"
"04/06/2018 10","500.00","39.22","10131.0"
"04/06/2018 11","193.65","39.44","10157.0"
"04/06/2018 12","72.68","39.49","10182.0"
"04/06/2018 13","79.79","39.56","10166.0"
"04/06/2018 14","66.95","39.60","10150.0"
"04/06/2018 15","54.17","39.63","10120.0"
"04/06/2018 16","46.06","39.65","10077.0"
"04/06/2018 17","45.05","39.66","10095.0"
"04/06/2018 18","45.04","39.68","10063.0"
"04/06/2018 19","44.69","39.69","9959.0"
"04/06/2018 20","44.96","39.71","9907.0"
"04/06/2018 21","46.06","39.73","10060.0"
"04/06/2018 22","46.05","39.74","9988.0"
"04/06/2018 23","40.93","39.75","9752.0"
"04/06/2018 24","39.99","39.76","9494.0"
"04/07/2018 01","33.02","39.76","9294.0"
"04/07/2018 02","31.75","39.76","9194.0"
"04/07/2018 03","32.93","39.76","9139.0"
"04/07/2018 04","32.23","39.76","9092.0"
"04/07/2018 05","31.75","39.76","9090.0"
"04/07/2018 06","33.07","39.77","9163.0"
"04/07/2018 07","33.26","39.77","9323.0"
"04/07/2018 08","33.25","39.77","9432.0"
"04/07/2018 09","33.26","39.77","9621.0"
"04/07/2018 10","36.82","39.77","9780.0"
"04/07/2018 11","43.86","39.79","9852.0"
"04/07/2018 12","45.86","39.81","9883.0"
"04/07/2018 13","44.69","39.82","9845.0"
"04/07/2018 14","39.91","39.84","9765.0"
"04/07/2018 15","35.83","39.84","9719.0"
"04/07/2018 16","34.90","39.85","9691.0"
"04/07/2018 17","36.35","39.85","9725.0"
"04/07/2018 18","38.38","39.86","9817.0"
"04/07/2018 19","42.51","39.88","9739.0"
"04/07/2018 20","37.30","39.88","9672.0"
"04/07/2018 21","41.16","39.89","9846.0"
"04/07/2018 22","40.59","39.90","9842.0"
"04/07/2018 23","33.45","39.91","9642.0"
"04/07/2018 24","33.86","39.91","9374.0"
"04/08/2018 01","33.26","39.92","9135.0"
"04/08/2018 02","33.16","39.93","8979.0"
"04/08/2018 03","31.77","39.93","8887.0"
"04/08/2018 04","31.74","39.95","8830.0"
"04/08/2018 05","31.74","39.97","8850.0"
"04/08/2018 06","31.74","39.97","8943.0"
"04/08/2018 07","32.64","39.98","9075.0"
"04/08/2018 08","31.74","39.99","9086.0"
"04/08/2018 09","32.02","39.99","9248.0"
"04/08/2018 10","32.60","40.00","9382.0"
"04/08/2018 11","33.25","40.01","9446.0"
"04/08/2018 12","33.25","40.02","9511.0"
"04/08/2018 13","33.26","40.02","9530.0"
"04/08/2018 14","33.26","40.03","9515.0"
"04/08/2018 15","33.26","40.04","9489.0"
"04/08/2018 16","33.26","40.05","9422.0"
"04/08/2018 17","33.26","40.06","9483.0"
"04/08/2018 18","33.26","40.07","9561.0"
"04/08/2018 19","33.26","40.07","9509.0"
"04/08/2018 20","33.21","40.07","9478.0"
"04/08/2018 21","33.03","40.07","9668.0"
"04/08/2018 22","33.26","40.07","9741.0"
"04/08/2018 23","32.60","40.07","9459.0"
"04/08/2018 24","32.25","40.07","9136.0"
"04/09/2018 01","31.75","40.07","8943.0"
"04/09/2018 02","31.74","40.08","8811.0"
"04/09/2018 03","31.54","40.08","8732.0"
"04/09/2018 04","29.35","40.09","8737.0"
"04/09/2018 05","27.60","40.09","8808.0"
"04/09/2018 06","31.67","40.09","9018.0"
"04/09/2018 07","31.09","40.10","9475.0"
"04/09/2018 08","31.75","40.10","9828.0"
"04/09/2018 09","45.87","40.12","9917.0"
"04/09/2018 10","45.93","40.14","9874.0"
"04/09/2018 11","45.63","40.16","9869.0"
"04/09/2018 12","46.06","40.17","9860.0"
"04/09/2018 13","44.90","40.19","9805.0"
"04/09/2018 14","44.69","40.20","9806.0"
"04/09/2018 15","44.66","40.22","9793.0"
"04/09/2018 16","40.79","40.23","9755.0"
"04/09/2018 17","40.58","40.24","9792.0"
"04/09/2018 18","40.14","40.25","9737.0"
"04/09/2018 19","32.04","40.24","9553.0"
"04/09/2018 20","31.74","40.24","9530.0"
"04/09/2018 21","31.75","40.24","9702.0"
"04/09/2018 22","31.75","40.23","9737.0"
"04/09/2018 23","27.18","40.23","9460.0"
"04/09/2018 24","26.52","40.22","9095.0"
"04/10/2018 01","25.65","40.21","8874.0"
"04/10/2018 02","25.22","40.20","8761.0"
"04/10/2018 03","22.45","40.20","8682.0"
"04/10/2018 04","26.99","40.20","8658.0"
"04/10/2018 05","27.03","40.20","8704.0"
"04/10/2018 06","27.87","40.19","8878.0"
"04/10/2018 07","34.45","40.20","9313.0"
"04/10/2018 08","46.06","40.22","9617.0"
"04/10/2018 09","46.06","40.24","9712.0"
"04/10/2018 10","46.06","40.25","9756.0"
"04/10/2018 11","52.47","40.28","9739.0"
"04/10/2018 12","75.44","40.34","9728.0"
"04/10/2018 13","57.39","40.38","9714.0"
"04/10/2018 14","50.64","40.40","9711.0"
"04/10/2018 15","44.39","40.42","9673.0"
"04/10/2018 16","45.86","40.43","9743.0"
"04/10/2018 17","42.43","40.45","9781.0"
"04/10/2018 18","36.13","40.45","9741.0"
"04/10/2018 19","31.74","40.45","9608.0"
"04/10/2018 20","31.75","40.45","9605.0"
"04/10/2018 21","33.82","40.45","9710.0"
"04/10/2018 22","33.06","40.45","9653.0"
"04/10/2018 23","31.31","40.45","9351.0"
"04/10/2018 24","39.33","40.46","9051.0"
"04/11/2018 01","33.26","40.46","8891.0"
"04/11/2018 02","32.88","40.47","8827.0"
"04/11/2018 03","31.96","40.48","8736.0"
"04/11/2018 04","31.14","40.48","8731.0"
"04/11/2018 05","31.75","40.49","8774.0"
"04/11/2018 06","32.86","40.49","8971.0"
"04/11/2018 07","33.26","40.49","9447.0"
"04/11/2018 08","31.75","40.49","9782.0"
"04/11/2018 09","39.81","40.49","9889.0"
"04/11/2018 10","42.02","40.50","9946.0"
"04/11/2018 11","46.06","40.52","9951.0"
"04/11/2018 12","52.59","40.54","9946.0"
"04/11/2018 13","62.07","40.58","9870.0"
"04/11/2018 14","46.98","40.60","9819.0"
"04/11/2018 15","45.65","40.62","9752.0"
"04/11/2018 16","46.06","40.63","9709.0"
"04/11/2018 17","40.60","40.65","9750.0"
"04/11/2018 18","46.06","40.67","9743.0"
"04/11/2018 19","39.34","40.68","9623.0"
"04/11/2018 20","42.44","40.69","9595.0"
"04/11/2018 21","52.98","40.72","9753.0"
"04/11/2018 22","71.22","40.77","9772.0"
"04/11/2018 23","45.26","40.79","9454.0"
"04/11/2018 24","40.84","40.81","9133.0"
"04/12/2018 01","31.87","40.81","8908.0"
"04/12/2018 02","31.74","40.82","8821.0"
"04/12/2018 03","29.80","40.82","8744.0"
"04/12/2018 04","28.10","40.82","8685.0"
"04/12/2018 05","28.64","40.82","8713.0"
"04/12/2018 06","31.74","40.83","8915.0"
"04/12/2018 07","38.92","40.84","9373.0"
"04/12/2018 08","34.39","40.85","9707.0"
"04/12/2018 09","37.06","40.86","9853.0"
"04/12/2018 10","41.42","40.88","10032.0"
"04/12/2018 11","43.34","40.90","10040.0"
"04/12/2018 12","42.83","40.93","10023.0"
"04/12/2018 13","38.35","40.94","9993.0"
"04/12/2018 14","46.06","40.96","9979.0"
"04/12/2018 15","46.06","40.97","9956.0"
"04/12/2018 16","46.06","40.99","9963.0"
"04/12/2018 17","62.18","41.03","10022.0"
"04/12/2018 18","47.79","41.05","10023.0"
"04/12/2018 19","39.48","41.06","9864.0"
"04/12/2018 20","37.24","41.07","9774.0"
"04/12/2018 21","45.43","41.08","9855.0"
"04/12/2018 22","43.59","41.10","9804.0"
"04/12/2018 23","32.78","41.10","9415.0"
"04/12/2018 24","31.74","41.10","9046.0"
"04/13/2018 01","28.65","41.10","8777.0"
"04/13/2018 02","31.75","41.10","8712.0"
"04/13/2018 03","31.74","41.10","8637.0"
"04/13/2018 04","31.74","41.11","8660.0"
"04/13/2018 05","31.75","41.11","8745.0"
"04/13/2018 06","31.75","41.11","8900.0"
"04/13/2018 07","39.36","41.12","9236.0"
"04/13/2018 08","31.39","41.12","9499.0"
"04/13/2018 09","31.74","41.11","9660.0"
"04/13/2018 10","32.13","41.11","9757.0"
"04/13/2018 11","31.75","41.11","9755.0"
"04/13/2018 12","31.39","41.11","9749.0"
"04/13/2018 13","31.75","41.11","9661.0"
"04/13/2018 14","31.74","41.10","9624.0"
"04/13/2018 15","31.74","41.10","9647.0"
"04/13/2018 16","30.52","41.10","9630.0"
"04/13/2018 17","27.18","41.09","9601.0"
"04/13/2018 18","27.18","41.08","9549.0"
"04/13/2018 19","27.16","41.07","9392.0"
"04/13/2018 20","26.68","41.07","9288.0"
"04/13/2018 21","26.58","41.06","9384.0"
"04/13/2018 22","27.19","41.05","9493.0"
"04/13/2018 23","26.90","41.04","9270.0"
